rank,title,director,release_date,movie_type,format_type,nation,screens_total,sales_total_krw,audience_total,sales_seoul_krw,audience_seoul,genre,rating,film_class,seoul_ratio,release_year,nation_enc,rating_enc,genre_enc
8320,Instincts that can't be hidden - Molka,Kim Byeong-kwan,2016-06-09,Theatrical Release,Feature,KR,20,1322000,250,528000.0,106,Romance,18+,Commercial,0.424,2016,36,2,5
8321,Dragon Age,Sound Fumihiko,2013-07-25,Theatrical Release,Feature,US,1,1750000,250,0.0,0,Animation,15+,Commercial,0.0,2013,63,1,2
8322,REPO! THE GENETIC OPERA,Darren Lynn Bowesman,2013-07-24,Theatrical Release,Feature,US,5,1250000,250,1250000.0,250,Other,18+,Commercial,1.0,2013,63,2,4
8323,Dream Love - The Woman in My Dreams,This movie,2013-12-31,Theatrical Release,Feature,KR,5,1000000,250,500000.0,100,Romance,18+,Commercial,0.4,2013,36,2,5
8324,Porn Lesson 2,Best,2019-05-23,Theatrical Release,Feature,KR,20,1341000,250,994000.0,191,Romance,18+,Commercial,0.764,2019,36,2,5
8325,Sleeping Beauty,Marius Petipa,2013-10-17,Theatrical Release,Feature,GB,6,4319000,250,2974000.0,170,Other,All Ages,Commercial,0.68,2013,22,3,4
8326,Move out! Secret Bottle Guardians,Jeong Yeonjun,2021-03-24,Theatrical Release,Short,KR,10,2339500,250,1183000.0,131,Animation,All Ages,Commercial,0.524,2021,36,3,2
8327,BBC Proms: Argerich and Barenboim in concert,Daniel Barenboim,2021-02-02,Theatrical Release,Feature,DE,13,7423050,250,4365050.0,143,Other,All Ages,Commercial,0.572,2021,15,3,4
8328,"She, the beginning of sex",Jacob Chase,2014-12-30,Theatrical Release,Feature,US,3,1088000,249,824000.0,160,Romance,18+,Commercial,0.642570281124498,2014,63,2,5
8329,Hero of the World,Chen Kaige,2013-02-07,Theatrical Release,Feature,CN,4,2541000,249,0.0,0,Action,15+,Art film,0.0,2013,11,1,0
8330,Deep,Composition Gyu,2018-09-06,Theatrical Release,Feature,KR,9,1796500,248,1468100.0,181,Romance,15+,Art film,0.7298387096774194,2018,36,1,5
8331,Blackstone,Noh Kyung-tae,2016-03-28,Theatrical Release,Feature,KR,2,1449600,248,290000.0,45,Romance,18+,Art film,0.1814516129032258,2016,36,2,5
8332,father and daughter,Wangjibang,2019-06-07,Theatrical Release,Feature,KR,20,1407000,248,1020000.0,186,Romance,18+,Commercial,0.75,2019,36,2,5
8333,3 faces,Jafar Panahi,2021-03-04,Theatrical Release,Feature,FR,5,1971900,248,1478400.0,180,Romance,15+,Art film,0.7258064516129032,2021,21,1,5
8334,"I'm back, I'm back","Son In-young, Yoon Jae-won",2022-04-21,Theatrical Release,Feature,KR,8,2175000,247,1546500.0,189,Other,All Ages,Commercial,0.7651821862348178,2022,36,3,4
8335,Famous,Kang Hyun,2014-12-30,Theatrical Release,Feature,KR,5,690000,247,460000.0,207,Romance,18+,Commercial,0.8380566801619433,2014,36,2,5
8336,"Inuk, descendants of the Arctic",Mike Maggitson,2013-08-29,Theatrical Release,Feature,Other,4,1723000,247,804000.0,110,Other,12+,Commercial,0.44534412955465585,2013,47,0,4
8337,Vir: Great Warrior,Anil Sharma,2014-12-30,Theatrical Release,Feature,IN,5,672000,247,442000.0,207,Other,15+,Commercial,0.8380566801619433,2014,30,1,4
8338,Poison Rose,"George Gallo, Francesco Cinquemani",2021-07-28,Theatrical Release,Feature,US,14,2078650,247,1172650.0,141,Action,15+,Art film,0.5708502024291497,2021,63,1,0
8339,Sister's inside story,Lee Ga-on,2019-07-17,Theatrical Release,Feature,KR,1,1184000,245,1141000.0,229,Romance,18+,Commercial,0.9346938775510204,2019,36,2,5
8340,New Moms 2019,Wangjibang,2019-07-23,Theatrical Release,Feature,KR,21,1289000,245,610000.0,130,Romance,18+,Commercial,0.5306122448979592,2019,36,2,5
8341,American Sex Party,Patrick C. Perez,2014-12-30,Theatrical Release,Feature,US,3,1052000,245,824000.0,160,Comedy,18+,Commercial,0.6530612244897959,2014,63,2,3
8342,Young Mother's Secret,before,2019-07-18,Theatrical Release,Feature,KR,1,1184000,245,1141000.0,229,Romance,18+,Commercial,0.9346938775510204,2019,36,2,5
8343,Aoudong and Chunhyangjeon,Lee Dong Hyun,2019-08-09,Theatrical Release,Feature,KR,20,1184000,245,1141000.0,229,Romance,18+,Commercial,0.9346938775510204,2019,36,2,5
8345,Eleanor's Secret,Dominique Montferry,2012-01-26,Theatrical Release,Feature,FR,2,1617000,245,803000.0,106,Animation,All Ages,Art film,0.4326530612244898,2012,21,3,2
8346,Paranormal parasite,Natsume Taichiro,2019-03-10,Theatrical Release,Feature,JP,20,1184000,245,1142000.0,230,Romance,18+,Commercial,0.9387755102040817,2019,35,2,5
8347,Paris Education,Jean Paul Sibirac,2019-07-25,Theatrical Release,Feature,FR,1,2128500,245,1642500.0,177,Romance,15+,Art film,0.7224489795918367,2019,21,1,5
8348,The Love Story of Confinement,Yasushi Koshizaka,2019-03-07,Theatrical Release,Feature,JP,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,35,2,5
8349,Tutor Sister,Lee Ga-on,2020-01-03,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2020,36,2,5
8350,National Sexuality Management Committee - Uncut Version,Jisan Gyeom,2018-12-13,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2018,36,2,5
8351,Her hardcore uncut version,Lee Dong Hyun,2019-03-21,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,36,2,5
8352,Kim Bon-jwa's Adult Video Men and Women - Uncut Version,Park Eun-soo,2018-11-14,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2018,36,2,5
8353,My Woman's Love Affair: Director's Cut,immigrant,2018-06-19,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2018,36,2,5
8354,The purpose of nude models,Unknown,2020-04-03,Theatrical Release,Feature,KR,10,1183000,244,1141000.0,229,Adult,18+,Commercial,0.9385245901639344,2020,36,2,1
8355,Two eyes,Park Woo-jae,2022-06-23,Theatrical Release,Feature,KR,9,1987500,244,1661000.0,212,Other,All Ages,Commercial,0.8688524590163934,2022,36,3,4
8356,The Last Love Affair: All Together - Uncut Version,before,2018-10-23,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2018,36,2,5
8357,Sexual play of a slutty woman,Hideo Jojo,2019-02-07,Theatrical Release,Feature,JP,19,1179000,244,1142000.0,230,Romance,18+,Commercial,0.9426229508196722,2019,35,2,5
8358,Delicious Sex Sister Friend - Director's Cut,before,2018-04-17,Theatrical Release,Feature,KR,20,1188000,244,1151000.0,231,Romance,18+,Commercial,0.9467213114754098,2018,36,2,5
8359,Delicious Swapping,Kim Jong-min,2018-08-14,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2018,36,2,5
8360,New Young Mom - Uncut Version,immigrant,2018-11-27,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2018,36,2,5
8361,The Third Mom Uncut Version,Min,2018-12-11,Theatrical Release,Feature,KR,18,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2018,36,2,5
8362,Swapping B&B,Park Eun-soo,2018-09-27,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2018,36,2,5
8363,Starship Rising,Neil Johnson,2014-12-24,Theatrical Release,Feature,US,5,654000,244,436000.0,206,Action,15+,Commercial,0.8442622950819673,2014,63,1,0
8364,Shinsengumi-Blood Wind,Hiroyuki Tsuji,2014-11-06,Theatrical Release,Feature,JP,6,1015000,244,555000.0,139,Action,18+,Commercial,0.569672131147541,2014,35,2,0
8365,Wife's Affair: Director's Cut,immigrant,2018-04-17,Theatrical Release,Feature,KR,20,1188000,244,1151000.0,231,Romance,18+,Commercial,0.9467213114754098,2018,36,2,5
8366,My wife's friend,Lee Ga-on,2019-09-12,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,36,2,5
8367,Dirty Things: Director's Cut,immigrant,2018-05-29,Theatrical Release,Feature,KR,20,1187000,244,1142000.0,229,Romance,18+,Commercial,0.9385245901639344,2018,36,2,5
8368,Young Stepmom - Uncut Version,before,2018-10-24,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2018,36,2,5
8369,young lady,Lee Ga-on,2019-09-05,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,36,2,5
8370,Younger Brother-Uncut,Lee Dong Hyun,2019-03-28,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,36,2,5
8371,Mom's Friend's Rice Cake Gift - Uncut Version,Min,2019-03-28,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,36,2,5
8372,mother and daughter,Lee Dong Hyun,2020-01-30,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2020,36,2,5
8373,Erotic Killer Erica,Masatsu Guashi,2019-01-24,Theatrical Release,Feature,JP,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,35,2,5
8374,The holy relic of the sister next door,Lee Ga-on,2019-12-27,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,36,2,5
8375,Perfect Breeding: The Aesthetics of Confinement,Lee Dong Hyun,2018-10-11,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2018,36,2,5
8376,We are awkward at parting,"Lee Hyun-ji, Lee Geon-wook, Park Dong-gi, Min Byeong-chae",2021-12-11,Theatrical Release,Feature,KR,3,961000,244,611000.0,138,Romance,12+,Art film,0.5655737704918032,2021,36,0,5
8377,War of the Worlds: Earth's Last Day,John Ride,2014-12-24,Theatrical Release,Feature,US,5,670000,244,452000.0,206,Action,15+,Commercial,0.8442622950819673,2014,63,1,0
8378,Primal relationship,Takahashi Banmei,2019-02-21,Theatrical Release,Feature,JP,19,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,35,2,5
8379,Obscene Joseon Gisaeng House,before,2018-07-04,Theatrical Release,Feature,KR,10,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2018,36,2,5
8380,Obscene night,Lee Ga-on,2019-09-05,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,36,2,5
8381,Sister-in-law next door-uncut,Lee Dong Hyun,2019-04-16,Theatrical Release,Feature,KR,19,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,36,2,5
8382,Young Mom and Sex,Lee Min-hwan,2019-08-29,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,36,2,5
8383,her sister,Lee Ga-on,2019-12-27,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,36,2,5
8384,Joseon Obscene Gisaengbang Ok Mi-hyang's Famous Gisaengs' Biography,before,2019-01-03,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,36,2,5
8385,Addiction: Voyeurism - Director's Cut,immigrant,2018-05-29,Theatrical Release,Feature,KR,20,1187000,244,1142000.0,229,Romance,18+,Commercial,0.9385245901639344,2018,36,2,5
8386,Best sex,Lee Ga-on,2019-11-08,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,36,2,5
8387,Friend's Mom and Love Affairs - Uncut Version,before,2019-01-30,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,36,2,5
8388,Transparent Sex and Her Black Hole,Unknown,2019-02-21,Theatrical Release,Feature,JP,19,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2019,35,2,5
8389,Director's Cut of Hyangdan Narsha,Lee Dong Hyun,2018-06-20,Theatrical Release,Feature,KR,20,1183000,244,1141000.0,229,Romance,18+,Commercial,0.9385245901639344,2018,36,2,5
8390,hallucination sex,Unknown,2020-04-03,Theatrical Release,Feature,KR,10,1183000,244,1141000.0,229,Adult,18+,Commercial,0.9385245901639344,2020,36,2,1
8391,Her sex techniques,Sakamoto Rei,2019-02-07,Theatrical Release,Feature,JP,19,1178000,243,1141000.0,229,Romance,18+,Commercial,0.9423868312757202,2019,35,2,5
8392,Second Mom 2 - Uncut Version,before,2018-11-20,Theatrical Release,Feature,KR,18,1178000,243,1141000.0,229,Romance,18+,Commercial,0.9423868312757202,2018,36,2,5
8393,New Mom's Gift Rice Cake - Uncut Version,before,2018-11-20,Theatrical Release,Feature,KR,18,1178000,243,1141000.0,229,Romance,18+,Commercial,0.9423868312757202,2018,36,2,5
8394,New Mom Friend - Uncut Version,Min,2018-11-20,Theatrical Release,Feature,KR,18,1178000,243,1141000.0,229,Romance,18+,Commercial,0.9423868312757202,2018,36,2,5
8395,scenario,Kim Dong-won,2020-07-02,Theatrical Release,Feature,KR,18,1928000,243,939500.0,104,Romance,15+,Art film,0.4279835390946502,2020,36,1,5
8396,Erotic Killer Maria,Oku Wataru,2019-01-31,Theatrical Release,Feature,JP,19,1178000,243,1141000.0,229,Romance,18+,Commercial,0.9423868312757202,2019,35,2,5
8397,Good Sister-in-law 2019,Wangjibang,2019-10-25,Theatrical Release,Feature,KR,20,1290000,243,616000.0,128,Other,18+,Commercial,0.5267489711934157,2019,36,2,4
8398,Taboo-new sister,dew,2016-06-16,Theatrical Release,Feature,KR,20,1267000,243,572000.0,114,Romance,18+,Commercial,0.4691358024691358,2016,36,2,5
8399,The scent of ink,Jeong Gu-ho,2021-09-02,Theatrical Release,Feature,KR,14,2596000,242,1516600.0,143,Other,All Ages,Commercial,0.5909090909090909,2021,36,3,4
8400,Blind Partner,Beneficial,2020-03-19,Theatrical Release,Feature,KR,18,1181000,242,1141000.0,229,Romance,18+,Commercial,0.9462809917355371,2020,36,2,5
8401,Sponsor X,Eroping,2020-03-27,Theatrical Release,Feature,KR,18,1181000,242,1141000.0,229,Romance,18+,Commercial,0.9462809917355371,2020,36,2,5
8402,Mom's Friend 2,Kim Dae-seong,2016-09-01,Theatrical Release,Feature,KR,20,1276000,242,821000.0,164,Romance,18+,Commercial,0.6776859504132231,2016,36,2,5
8403,Yuriko's Aroma,Kota Yoshida,2016-07-11,Theatrical Release,Feature,JP,20,1262000,242,572000.0,114,Romance,18+,Commercial,0.47107438016528924,2016,35,2,5
8404,John dies at the end,Don Coscarelli,2014-03-13,Theatrical Release,Feature,US,2,1194000,242,1000000.0,200,Comedy,18+,Commercial,0.8264462809917356,2014,63,2,3
8405,Kangchi,Yeonjeongmo,2016-09-08,Theatrical Release,Feature,KR,6,1572000,241,1214000.0,171,Action,18+,Art film,0.7095435684647303,2016,36,2,0
8406,Death Shortcut,Unknown,2021-02-03,Theatrical Release,Feature,Other,10,1526720,241,138100.0,17,Other,15+,Art film,0.07053941908713693,2021,47,1,4
8407,The new mother's purpose,Beneficial,2020-03-19,Theatrical Release,Feature,KR,17,1180000,241,1141000.0,229,Romance,18+,Commercial,0.950207468879668,2020,36,2,5
8408,Jackass 3D,Jeff Tremain,2011-04-14,Theatrical Release,Feature,US,6,3019000,241,1746000.0,139,Comedy,18+,Commercial,0.5767634854771784,2011,63,2,3
8409,French Kim Myeong-sil,Lee Ji-hyun,2014-06-26,Theatrical Release,Feature,KR,7,1583000,241,748000.0,105,Other,All Ages,Art film,0.43568464730290457,2014,36,3,4
8410,Jurassic Returns,Scott Jeffrey,2022-05-24,Theatrical Release,Feature,GB,5,1200000,240,100000.0,20,Action,12+,Art film,0.08333333333333333,2022,22,0,0
8411,Ghost in the Shell Arise Border:3 Ghost Tears,Kise Kazuchika,2014-07-17,Theatrical Release,Feature,JP,6,1930000,239,1609500.0,196,Animation,15+,Commercial,0.8200836820083682,2014,35,1,2
8412,my mom's friend,Binary name,2018-05-17,Theatrical Release,Feature,KR,20,1292000,239,616000.0,114,Romance,18+,Commercial,0.4769874476987448,2018,36,2,5
8413,Second Mom,Lee Min-hwan,2014-12-31,Theatrical Release,Feature,KR,3,1010000,239,782000.0,154,Romance,18+,Commercial,0.6443514644351465,2014,36,2,5
8414,The Taste of Dirty Love - Uncut Version,immigrant,2018-11-07,Theatrical Release,Feature,KR,15,1178000,239,1141000.0,229,Adult,18+,Commercial,0.9581589958158996,2018,36,2,1
8415,Good mother-in-law,Binary name,2018-07-09,Theatrical Release,Feature,KR,20,1292000,239,616000.0,114,Romance,18+,Commercial,0.4769874476987448,2018,36,2,5
8416,Escape from the Planet: Prelude to Rebellion,Shane Abes,2017-07-26,Theatrical Release,Feature,AU,1,1904000,238,1904000.0,238,Action,15+,Art film,1.0,2017,3,1,0
8417,3096 days,Sherry Homan,2013-09-26,Theatrical Release,Feature,DE,19,1784000,238,1117000.0,138,Romance,18+,Commercial,0.5798319327731093,2013,15,2,5
8418,Kakegurui the Movie 2: Russian Roulette in a Doomsday Situation,Hanabusa Tsutomu,2023-02-16,Theatrical Release,Feature,JP,5,1537500,237,1109000.0,170,Action,15+,Art film,0.7172995780590717,2023,35,1,0
8419,Fruits Basket the Movie: Prelude,Yoshihide Ibata,2024-03-01,Theatrical Release,Feature,JP,5,1729100,237,688000.0,86,Animation,12+,Art film,0.3628691983122363,2024,35,0,2
8420,Live Hard,Hwang Wook,2021-02-25,Theatrical Release,Feature,KR,10,1945070,237,1527070.0,178,Romance,15+,Art film,0.7510548523206751,2021,36,1,5
8421,Paper Heart,Nicholas Jasenovec,2010-09-02,Theatrical Release,Feature,US,1,1312608,237,0.0,0,Other,12+,Art film,0.0,2010,63,0,4
8422,Next Generation Patlabor 4,Mamoru Oshii,2014-11-13,Theatrical Release,Feature,JP,2,1643000,236,1643000.0,236,Action,12+,Commercial,1.0,2014,35,0,0
8423,survival family,Yaguchi Shinobu,2018-01-18,Theatrical Release,Feature,JP,7,1141000,236,2000.0,1,Comedy,All Ages,Art film,0.00423728813559322,2018,35,3,3
8424,Napoleon,Dennis Ganzel,2013-08-15,Theatrical Release,Feature,DE,2,1252000,235,859000.0,109,Romance,15+,Art film,0.46382978723404256,2013,15,1,5
8425,Road to Rome,Ella Remhagen,2017-12-14,Theatrical Release,Feature,US,5,1348000,234,467000.0,108,Romance,15+,Art film,0.46153846153846156,2017,63,1,5
8426,Beach Heart Assol,This is difficult,2015-01-29,Theatrical Release,Feature,KR,3,1563200,234,808200.0,107,Romance,18+,Art film,0.45726495726495725,2015,36,2,5
8427,Special Force,Stephane Ribozad,2012-06-21,Theatrical Release,Feature,FR,3,1638000,233,508000.0,67,Action,15+,Commercial,0.2875536480686695,2012,21,1,0
8428,Man on the Train,Mary McGuirkian,2014-09-07,Theatrical Release,Feature,CA,1,1392000,232,1392000.0,232,Romance,15+,Commercial,1.0,2014,8,1,5
8429,While we love,Cat Koiro,2014-09-13,Theatrical Release,Feature,US,1,1392000,232,1392000.0,232,Romance,18+,Art film,1.0,2014,63,2,5
8430,Extreme Sukiyaki,Shiro Maeda,2014-07-25,Theatrical Release,Feature,JP,1,1392000,232,1392000.0,232,Comedy,12+,Commercial,1.0,2014,35,0,3
8431,Her sex techniques,Lee Jae Nam,2016-07-20,Theatrical Release,Feature,KR,20,1200000,231,541000.0,108,Romance,18+,Commercial,0.4675324675324675,2016,36,2,5
8432,delicious movie,Park Beom-su,2016-05-25,Theatrical Release,Feature,KR,20,1207000,231,547000.0,109,Romance,18+,Commercial,0.47186147186147187,2016,36,2,5
8433,Blaze,Ethan Hawke,2022-09-07,Theatrical Release,Feature,US,5,2259500,231,1911000.0,199,Romance,15+,Art film,0.8614718614718615,2022,63,1,5
8434,Shoot! Shoot! Shoot! Shoot! Bang!,Kim Jae-han,2022-05-18,Theatrical Release,Feature,KR,3,1457000,231,154000.0,30,Romance,12+,Art film,0.12987012987012986,2022,36,0,5
8435,Night View: Taxi of Death,Oh Incheon,2017-12-20,Theatrical Release,Feature,KR,1,1528500,231,1317000.0,168,Other,15+,Art film,0.7272727272727273,2017,36,1,4
8436,"Thousand-year-old fox, nine-tailed fox",Choi Hwan,2020-12-03,Theatrical Release,Feature,KR,11,957000,231,914000.0,188,Romance,18+,Commercial,0.8138528138528138,2020,36,2,5
8437,71: Tears of Belfast,Jan Demange,2016-07-21,Theatrical Release,Feature,GB,5,1771000,231,1186000.0,143,Action,15+,Art film,0.6190476190476191,2016,22,1,0
8438,Laura's Sex Partner,Park Beom-su,2016-07-28,Theatrical Release,Feature,KR,20,1197000,230,541000.0,108,Romance,18+,Commercial,0.46956521739130436,2016,36,2,5
8439,Smart Chase,charles martin,2019-04-18,Theatrical Release,Feature,CN,10,1554700,230,921300.0,143,Action,15+,Art film,0.6217391304347826,2019,11,1,0
8440,American Sex Pie,Jacob Cooney,2016-06-01,Theatrical Release,Feature,US,20,1202000,230,542000.0,108,Comedy,18+,Commercial,0.46956521739130436,2016,63,2,3
8441,Young Woman: Delicious Guanyin,Lee Min-hwan,2016-07-08,Theatrical Release,Feature,KR,20,1202000,230,542000.0,108,Romance,18+,Commercial,0.46956521739130436,2016,36,2,5
8442,Teacher,Kim Dae-seong,2017-09-21,Theatrical Release,Feature,KR,20,1212000,230,811000.0,163,Comedy,18+,Commercial,0.7086956521739131,2017,36,2,3
8443,Complete Breeding: Tell Me Your Wish,Park Beom-su,2016-06-01,Theatrical Release,Feature,KR,20,1202000,230,542000.0,108,Romance,18+,Commercial,0.46956521739130436,2016,36,2,5
8444,rest area,Jun-oh,2018-09-14,Theatrical Release,Feature,KR,4,1133000,230,22000.0,11,Other,18+,Art film,0.04782608695652174,2018,36,2,4
