rank,title,director,release_date,movie_type,format_type,nation,screens_total,sales_total_krw,audience_total,sales_seoul_krw,audience_seoul,genre,rating,film_class
8037,Eyes that see ghosts: During,"Danny Pang, Oxide Pang Chen",2014-04-24,Theatrical Release,Feature,HK,5,1115000,352,270000,54,Horror,15+,Commercial
8038,Ariadne of Naxos,Unknown,2022-07-05,Theatrical Release,Feature,US,6,9458100,352,7449800,276,Performance,All Ages,Commercial
8039,Zangshi: Ligermortis,Juno Mak,2014-05-22,Theatrical Release,Feature,HK,5,1635000,350,1040000,208,Horror,18+,Commercial
8040,Two Moms,This city,2017-08-14,Theatrical Release,Feature,KR,20,1794000,350,542000,109,Romance,18+,Commercial
8041,Ideal existence,Cha Jin Woo,2021-12-09,Theatrical Release,Feature,KR,53,2471870,349,506900,55,Horror,15+,Art film
8042,"Song of the Millennium, Reverse",Seong Yu-jin,2022-01-13,Theatrical Release,Feature,KR,10,3224300,349,2033300,238,Performance,All Ages,Commercial
8043,Missing: People Who Have Disappeared,Stanislav Kapralov,2021-03-18,Theatrical Release,Feature,US,30,3105180,348,616900,65,Horror,15+,Art film
8044,Oman,Jiilju,2019-09-05,Theatrical Release,Feature,KR,1,2678000,348,2678000,348,Drama,15+,Art film
8045,Ghost,Dongyeok dog,2015-08-13,Theatrical Release,Feature,KR,2,1760000,348,574000,115,Horror,15+,Art film
8046,Sunny,Ohh ...,2021-05-26,Theatrical Release,Feature,JP,6,2494000,347,2342000,319,Drama,15+,Art film
8047,Tokyo Love Story,Kenji Yamauchi,2017-01-18,Theatrical Release,Feature,JP,16,2535500,346,1265000,171,Comedy,18+,Art film
8048,Ernani,Piero Luigi Samaratani,2012-09-04,Theatrical Release,Feature,US,2,9317500,346,8777500,328,Other,All Ages,Commercial
8049,Endless,Scott Spear,2021-12-15,Theatrical Release,Feature,US,16,3031870,346,1284870,151,Fantasy,12+,Art film
8050,Day guest,Park Se-min,2020-04-15,Theatrical Release,Feature,KR,19,2404500,345,2037000,286,Comedy,18+,Commercial
8051,Devil's Double,Lee Tamahori,2013-06-13,Theatrical Release,Feature,US,6,2173500,345,524000,77,Action,18+,Commercial
8052,Mild and Lovely,Josephine Decker,2016-06-30,Theatrical Release,Feature,US,4,1979000,345,375000,52,Romance,18+,Art film
8053,Communication and lies,Lee Seung-won,2017-11-09,Theatrical Release,Feature,KR,9,2275000,344,1172000,145,Drama,18+,Art film
8054,Midnight Swan,Uchida Eiji,2023-06-01,Theatrical Release,Feature,JP,10,2744315,343,1970428,248,Drama,15+,Art film
8055,Water Margin - The Jang-cheong of Jiang-ho,Ryu Shin's,2014-04-17,Theatrical Release,Feature,CN,5,1145000,342,270000,54,Action,12+,Commercial
8056,Mutant Wars,James Mark,2021-07-01,Theatrical Release,Feature,CA,5,1700000,340,700000,140,Sci-Fi,15+,Art film
8057,Transformation: Suddenly one day,Henk Pretorius,2021-09-09,Theatrical Release,Feature,GB,5,1700000,340,700000,140,Horror,15+,Art film
8058,American Hitman,Kirk Coote,2021-07-29,Theatrical Release,Feature,CA,5,1700000,340,700000,140,Action,18+,Art film
8059,Annapurna: Beyond Summit,Yvonne Cormenzana,2022-07-28,Theatrical Release,Feature,ES,5,1700000,340,500000,100,Drama,12+,Art film
8060,Where should we go?,Jin Seung-hyun,2013-05-16,Theatrical Release,Feature,KR,4,2231000,340,1217000,191,Romance,18+,Art film
8061,Assassin Trap,Andrea Zacchariello,2022-07-07,Theatrical Release,Feature,IT,5,1700000,340,700000,140,Action,15+,Art film
8062,The Hypocrites: Director's Cut,Kim Jin Hong,2016-04-21,Theatrical Release,Feature,KR,20,1750000,340,672000,134,Drama,18+,Commercial
8063,Trigger point,brad turner,2021-07-29,Theatrical Release,Feature,CA,5,1700000,340,700000,140,Action,15+,Art film
8064,National Route 1,Kang Kyung-tae,2022-12-08,Theatrical Release,Feature,KR,9,3588800,340,3398300,318,Drama,15+,Art film
8065,drive,Jeongyeon,2024-04-24,Theatrical Release,Feature,KR,4,2994500,339,2246000,242,Romance,12+,Art film
8066,Dear Leader Comrade,Lee Sang Woo,2015-12-31,Theatrical Release,Feature,KR,3,2140000,339,1780000,278,Drama,18+,Art film
8067,Hokusai,Hajime Hashimoto,2023-07-16,Theatrical Release,Feature,JP,5,2501855,339,1907855,256,Drama,12+,Art film
8068,"Go out, Miss Call",Han Dong-ho,2014-03-13,Theatrical Release,Feature,KR,4,2018000,338,1478000,230,Romance,18+,Commercial
8069,Mozart Town,Jeon Gyu-hwan,2011-09-15,Theatrical Release,Feature,KR,4,2485500,338,2080500,277,Drama,18+,Art film
8070,Blues in India,Dan Baron,2019-08-21,Theatrical Release,Feature,US,5,1205700,338,574500,167,Comedy,All Ages,Art film
8071,Gamuakchilchae,"Son In-young, Lee Jae-hwa",2022-03-17,Theatrical Release,Feature,KR,10,2890000,337,2220000,269,Performance,All Ages,Commercial
8072,National Theater,Jeon Ji-hee,2020-05-29,Theatrical Release,Feature,KR,7,2581000,337,1401000,171,Drama,12+,Art film
8073,Metallica: 72 Seasons,Team Saxenti,2023-04-13,Theatrical Release,Feature,US,17,8425000,337,4175000,167,Performance,12+,Commercial
8074,My brother's woman,"Kei Morikawa, Toshiyuki Morioka",2016-12-15,Theatrical Release,Feature,KR,1,2411000,337,2128000,284,Romance,18+,Commercial
8075,Manon,Laurent Pelly,2020-03-31,Theatrical Release,Feature,US,5,7894300,336,6654700,284,Performance,12+,Commercial
8076,New Mom 2019,Lee Dong Hyun,2019-11-25,Theatrical Release,Feature,KR,21,1881000,336,609000,122,Romance,18+,Commercial
8077,Good friend mom,Binary name,2018-10-08,Theatrical Release,Feature,KR,19,1778000,336,614000,113,Romance,18+,Commercial
8078,Toxic Avenger,Nick Morris,2018-10-13,Theatrical Release,Feature,US,8,3498000,336,2223000,219,Musical,15+,Commercial
8079,Jungle Fish 2,"Kim Jung-hwan, Min Du-sik",2011-03-03,Theatrical Release,Feature,KR,14,2439000,335,951000,124,Drama,15+,Art film
8080,Come as you are,Richard Wong,2021-05-06,Theatrical Release,Feature,US,19,2629300,334,1279800,146,Comedy,15+,Art film
8081,Trot is life,Tookey,2022-01-27,Theatrical Release,Feature,KR,8,3040100,334,1032500,96,Comedy,15+,Art film
8082,my neighbor's wife,Jeong Dae-man,2016-07-28,Theatrical Release,Feature,KR,20,1729000,333,302000,61,Romance,18+,Commercial
8083,Ambulance,Unknown,2021-11-25,Theatrical Release,Feature,IT,9,2605800,333,1878800,220,Thriller,15+,Art film
8084,Night and Fog in Heaven,Jeong Seong-il,2018-11-29,Theatrical Release,Feature,KR,5,3678200,333,2826000,250,Documentary,All Ages,Art film
8085,Flower hand,Kwon Soon-joong,2021-12-02,Theatrical Release,Feature,KR,5,1857700,330,1847700,326,Drama,All Ages,Art film
8086,Roleplay 2: Co-sleeping,Lee Kwang-ho,2013-11-21,Theatrical Release,Feature,KR,2,1400000,330,0,0,Mystery,18+,Commercial
8087,Swindler,Lee Dong-hwan,2020-10-08,Theatrical Release,Feature,KR,16,2634000,330,1654500,201,Drama,15+,Art film
8088,Goodbye and hello,Han Chang-geun,2015-12-25,Theatrical Release,Feature,KR,2,2835000,329,2482000,276,Drama,12+,Art film
8089,Siam,Pyraq Kumwan,2017-07-27,Theatrical Release,Feature,TH,5,1810000,329,0,0,Horror,15+,Art film
8090,Oppa Namjin Live Concert,Jeong In-seong,2024-11-13,Theatrical Release,Feature,KR,11,2578000,329,449000,49,Performance,All Ages,Commercial
8091,The Unloved Woman,Noh Jin-soo,2017-01-24,Theatrical Release,Feature,KR,14,2097000,327,1706000,248,Drama,18+,Commercial
8092,Dawn of the Dead,George A. Romero,2020-04-15,Theatrical Release,Feature,US,8,2891200,327,2658300,298,Horror,15+,Art film
8093,Blood-C: The Last Dark,Naoyoshi Shiotani,2013-02-14,Theatrical Release,Feature,JP,6,2361000,326,0,0,Animation,18+,Art film
8094,Cow,Andrea Arnold,2022-08-11,Theatrical Release,Feature,GB,9,3368600,326,2750400,254,Documentary,12+,Art film
8095,Hamlet,Unknown,2022-10-11,Theatrical Release,Feature,US,6,8588400,326,6618900,253,Performance,12+,Commercial
8096,Lucia of Lammermoor,Unknown,2022-09-13,Theatrical Release,Feature,US,6,8611800,324,6523300,249,Performance,15+,Commercial
8097,Second Winter,Kim Ui-gon,2018-12-27,Theatrical Release,Feature,KR,3,2085400,323,959800,136,Drama,12+,Art film
8098,Drug war,Two-ki-bong,2014-02-13,Theatrical Release,Feature,HK,1,2055000,322,1155000,172,Crime,18+,Commercial
8099,Senior Jazz Band,Miyatake Yui,2017-10-01,Theatrical Release,Feature,JP,1,644000,322,644000,322,Drama,12+,Commercial
8100,Rambo - Special Edition,Ted Kocheff,2021-03-04,Theatrical Release,Feature,US,21,2467010,321,1455600,195,Action,15+,Commercial
8101,Anchor,Choi Jeong-min,2019-11-28,Theatrical Release,Feature,KR,5,1615200,320,630700,74,Drama,15+,Art film
8102,Jangheung 1950: War in the Village,Gu Ja-hwan,2025-04-02,Theatrical Release,Feature,KR,8,2644500,320,940500,106,Documentary,15+,Art film
8103,The uproar of the children,"Nam Ki-nam, Jeong Chang-wook",2011-01-05,Theatrical Release,Feature,KR,10,2154000,319,1162000,168,Family,All Ages,Commercial
8104,Love potion,Unknown,2020-06-02,Theatrical Release,Feature,IT,5,8740000,319,6784500,229,Performance,12+,Commercial
8105,Missing: The Secret Girl,Karl Christian Rabe,2018-04-26,Theatrical Release,Feature,NO,5,2656100,319,2111600,244,Crime,15+,Art film
8106,Can't confess,Choi In-gyu,2016-03-31,Theatrical Release,Feature,KR,4,2301000,318,2067000,281,Thriller,18+,Art film
8107,My wife's boyfriend,Juan Taratuto,2013-12-18,Theatrical Release,Feature,AR,1,2226000,318,2226000,318,Comedy,15+,Art film
8108,Scond: A Cruel Adultery Story,Mark Jones,2013-11-14,Theatrical Release,Feature,US,4,2545000,318,550000,110,Thriller,18+,Commercial
8109,Plan B,Inaki Doronsoro,2017-10-19,Theatrical Release,Feature,ES,16,2394300,318,963300,128,Crime,15+,Art film
8110,The Blue Dream of the Tea House,Kim Dae-hyun,2017-01-26,Theatrical Release,Feature,KR,4,2330000,317,1529000,183,Documentary,All Ages,Art film
8111,The Wolf Pack,Crystal Moselle,2016-09-22,Theatrical Release,Feature,US,5,2230000,317,1820000,251,Documentary,15+,Art film
8112,Revenge Night,Edward Drake,2023-09-13,Theatrical Release,Feature,US,26,2756900,316,1359000,151,Action,15+,Commercial
8113,Lady on a Silver Plate,Kiyoshi Kurosawa,2017-11-30,Theatrical Release,Feature,FR,5,2254500,316,1311500,160,Mystery,15+,Art film
8114,The opera Chunhyang,Kim Myung-gon,2022-11-03,Theatrical Release,Feature,KR,11,2787500,316,2094000,231,Performance,All Ages,Commercial
8115,Pagliacci,Mario Martone,2020-07-03,Theatrical Release,Feature,IT,5,8354650,316,4863600,162,Performance,12+,Commercial
8116,Welcome: Coffee shop chatter incident,Hyeyoung Lim,2018-05-17,Theatrical Release,Feature,KR,6,2481500,315,1908000,201,Comedy,15+,Art film
8117,Dogs: Abandoned children,Seohaneul,2020-10-18,Theatrical Release,Feature,KR,1,996000,315,0,0,Crime,15+,Art film
8118,Library Wars,Shinsuke Sato,2014-03-27,Theatrical Release,Feature,JP,4,2088000,314,1446000,198,Romance,15+,Art film
8119,Half Moon Bear,Lee Jeong-hong,2013-02-04,Theatrical Release,Feature,KR,1,1152000,313,658000,134,Drama,15+,Art film
8120,Sponsor of a couple,Hwang Seong-wook,2016-09-09,Theatrical Release,Feature,KR,20,1584000,313,821000,164,Romance,18+,Commercial
8121,I know you know,Justin Kerrigan,2010-05-04,Theatrical Release,Feature,GB,1,2002439,313,1688000,260,Drama,12+,Art film
8122,Dirty story,Kim Cheol-su,2016-09-29,Theatrical Release,Feature,KR,20,1587000,313,821000,164,Romance,18+,Commercial
8123,Last scene,Park Bae-il,2019-12-12,Theatrical Release,Feature,KR,7,2035000,312,667000,87,Documentary,All Ages,Art film
8124,Tears of Heroes,Jang Tae-ryeong,2024-10-02,Theatrical Release,Feature,KR,3,2253000,312,842000,80,War,12+,Commercial
8125,Time code,Peter Hyams,2011-07-28,Theatrical Release,Feature,US,1,2481000,312,2481000,312,Sci-Fi,12+,Commercial
8126,Special Mission: Find the Money Bag,Takayuki Yamaga,2014-03-20,Theatrical Release,Feature,JP,5,1100000,312,270000,54,Action,18+,Commercial
8127,Fictions,Jang Se-kyung,2022-11-24,Theatrical Release,Feature,KR,9,2976000,312,2244500,209,Drama,15+,Art film
8128,Night Undead,Unknown,2021-01-27,Theatrical Release,Feature,US,20,1585000,311,1210000,236,Mystery,15+,Commercial
8129,I'm recording,Park Min-guk,2017-03-02,Theatrical Release,Feature,KR,6,2284500,311,1528000,192,Romance,15+,Art film
8130,master,Jo Dong-hee,2019-06-27,Theatrical Release,Feature,KR,6,1819000,311,190000,79,Documentary,All Ages,Art film
8131,Salon de Seoul,Lee Ja-min,2023-06-21,Theatrical Release,Feature,KR,7,2655750,311,929150,93,Other,15+,Art film
8132,Enjoy.com,Baek Soo-ho,2016-04-28,Theatrical Release,Feature,KR,20,1634000,311,569000,113,Romance,18+,Commercial
8133,Actress Sex Scandal,Yamapi,2016-03-09,Theatrical Release,Feature,KR,20,1657000,311,669000,123,Romance,18+,Commercial
8134,The King's Farewell My Concubine,Wu Xingguo,2021-09-23,Theatrical Release,Feature,KR,15,3032000,311,1540600,161,Performance,All Ages,Commercial
8135,"And, live on",Tsukikawa Sho,2024-01-01,Theatrical Release,Feature,JP,6,2337656,310,696000,86,Drama,12+,Art film
8136,Mission 13,Daniel Stam,2014-04-24,Theatrical Release,Feature,US,5,1260000,310,0,0,Horror,18+,Commercial
8137,Centigrade,Unknown,2022-06-16,Theatrical Release,Feature,US,5,1550000,310,0,0,Other,12+,Art film
8138,Brave rabbit Dangdang,Jeungheonrim,2020-12-17,Theatrical Release,Feature,CN,5,1550000,310,0,0,Animation,All Ages,Art film
8139,Gemini: The Last Day on Earth,Unknown,2022-06-09,Theatrical Release,Feature,RU,5,2170000,310,2100000,300,Sci-Fi,12+,Art film
8140,Sunny days,Bang Hyun-jun,2014-03-14,Theatrical Release,Feature,KR,2,2030000,310,2030000,310,Thriller,18+,Commercial
8141,Idol sex scandal,Yamapi,2016-03-16,Theatrical Release,Feature,KR,19,1680000,309,662000,122,Romance,18+,Commercial
8142,My mom is dolly parton,Tara Jones,2013-08-04,Theatrical Release,Feature,CA,2,623000,309,4000,2,Comedy,12+,Art film
8143,East War,Jim Taihutu,2021-09-17,Theatrical Release,Feature,US,5,1599000,309,1528000,297,Drama,18+,Art film
8144,Young Mom's Real Love Story,Jeong Min-su,2021-06-17,Theatrical Release,Feature,KR,20,1547000,309,704000,142,Adult film,18+,Commercial
8145,Purpose of delivery,Lee Woo-min,2021-07-13,Theatrical Release,Feature,KR,20,1545000,308,703000,142,Romance,18+,Commercial
8146,Oasis Laundry,Kwon Joong-mok,2018-05-09,Theatrical Release,Feature,KR,1,733000,308,0,0,Drama,12+,Art film
8147,Scarab beetle,Lee Jae-han,2018-02-08,Theatrical Release,Omnibus,KR,4,2001000,308,592000,88,Animation,All Ages,Commercial
8148,December,Park Jeong-hoon,2014-02-20,Theatrical Release,Feature,KR,6,2043000,307,1346000,183,Romance,15+,Art film
8149,A letter from a priest,Final state,2021-08-19,Theatrical Release,Feature,KR,4,1576000,305,194000,25,Documentary,All Ages,Art film
8150,hand,Choi Yun-ho,2023-06-21,Theatrical Release,Feature,KR,10,2984055,305,2209827,221,Horror,15+,Commercial
8151,Ramy and Friends: Crisis in the Blue Green Meadow,Wayming Huang,2020-07-30,Theatrical Release,Feature,CN,18,2252600,304,374100,47,Animation,All Ages,Commercial
8152,Guest house,"Jo Seong-gyu, Jo Seong-gyu",2018-02-22,Theatrical Release,Feature,KR,12,2062500,303,902100,126,Drama,12+,Art film
8153,Flower,"John Garano, Jose Mari Goenaga",2017-04-06,Theatrical Release,Feature,ES,3,1829000,303,273000,32,Drama,12+,Art film
8154,Fantastic Love Gym: Love like war,Han Woo-jin,2015-10-08,Theatrical Release,Feature,KR,20,1575000,303,528000,105,Comedy,18+,Commercial
8155,Roberto's Special Week,Sebastian Borenstein,2016-04-07,Theatrical Release,Feature,AR,14,2296500,302,1725500,219,Comedy,12+,Art film
8156,Ip Man Reboot 2020,Immigration name,2020-11-26,Theatrical Release,Feature,CN,24,2277770,302,363900,48,Action,12+,Art film
8157,Yomyoden: Legend of the Demon Cat,Chen Kaige,2018-08-30,Theatrical Release,Feature,CN,6,2410000,302,2011600,236,Mystery,12+,Art film
8158,Home Run: Baseball Boy,Unknown,2021-05-13,Theatrical Release,Feature,CN,8,1515000,302,515000,102,Documentary,All Ages,Commercial
8159,Fire Dragon Showdown,Lim Cho-hyun,2014-01-09,Theatrical Release,Feature,HK,1,1510000,302,1510000,302,Action,18+,Commercial
8160,Gunner,Dimitri Logothetis,2025-04-10,Theatrical Release,Feature,US,20,1746000,301,100000,20,Action,15+,Commercial
8161,bunker game,Roberto Zazzara,2024-03-06,Theatrical Release,Feature,IT,19,2944300,301,813600,78,Horror,15+,Commercial
8162,Armor: Cash Transporter,Unknown,2025-03-27,Theatrical Release,Feature,US,20,1746000,301,100000,20,Crime,15+,Commercial
8163,Madame Emma 2016,Kim Mi-yeon,2016-06-14,Theatrical Release,Feature,KR,21,1638000,301,319000,63,Romance,18+,Commercial
8164,Kiss me again,Gabriele Muccino,2015-06-11,Theatrical Release,Feature,IT,2,2290000,301,1937000,245,Drama,18+,Art film
8165,avarice,Kim Jung Wook,2016-05-12,Theatrical Release,Feature,KR,20,1555000,301,565000,113,Romance,18+,Commercial
8166,Some days between those days,Matthew Porterfield,2015-04-09,Theatrical Release,Feature,US,7,2267500,300,1694500,207,Drama,15+,Art film
8167,Diving Bell: Truth Doesn't Sink,"Lee Sang-ho, Ahn Hae-ryong",2015-04-16,Theatrical Release,Feature,KR,4,2209000,300,2000000,268,Documentary,15+,Commercial
8168,You live in this text,Lim Ji-hwan,2022-02-18,Theatrical Release,Feature,KR,5,1500000,300,100000,20,Other,12+,Art film
8169,brake,Unknown,2020-05-20,Theatrical Release,Feature,RU,5,1500000,300,0,0,Thriller,15+,Art film
8170,Sabotage 1941,Unknown,2021-08-12,Theatrical Release,Feature,RU,5,1500000,300,1100000,220,Drama,15+,Art film
8171,Outsider,Kim Moon-ok,2014-07-24,Theatrical Release,Feature,KR,1,600000,300,600000,300,Drama,18+,Art film
8172,The brightest roof in the universe,Fujii Michihito,2022-03-17,Theatrical Release,Feature,JP,2,1500000,300,1400000,280,Fantasy,All Ages,Art film
8173,From earth to eternity,"Tamara Harvey, Nick Morris",2016-09-29,Theatrical Release,Feature,GB,6,4505500,300,3572000,245,Performance,15+,Commercial
8174,Couple hell,Henri,2025-03-13,Theatrical Release,Feature,KR,5,2384000,300,1354000,137,Horror,15+,Art film
8175,Brother's wife,Idol,2016-05-03,Theatrical Release,Feature,KR,19,1555000,300,577000,114,Romance,18+,Commercial
8176,If you die,This is their life,2012-08-09,Theatrical Release,Feature,FR,1,1528000,299,0,0,Drama,15+,Art film
8177,Hell count,Brendan Muldowney,2022-11-17,Theatrical Release,Feature,US,4,1503000,299,0,0,Horror,15+,Art film
8178,hair,Already,2020-12-10,Theatrical Release,Feature,KR,12,2646670,298,1990070,210,Documentary,All Ages,Art film
8179,Summer with closed eyes,Unknown,2022-06-30,Theatrical Release,Feature,VN,6,1490000,297,100000,20,Drama,12+,Art film
8180,Like a lion that is not startled by noise,Yoon Sung-jun,2021-05-19,Theatrical Release,Feature,KR,8,1387940,297,564000,186,Documentary,All Ages,Commercial
8181,Sister's friend,before,2018-05-23,Theatrical Release,Feature,KR,10,1451000,297,1412000,283,Romance,18+,Commercial
8182,YOLO YOU ONLY LIVE ONCE,Federico Cueva,2019-02-28,Theatrical Release,Feature,AR,6,1181700,297,307700,16,Action,15+,Art film
8183,Paranormal initiation,Darin Scott,2014-12-18,Theatrical Release,Feature,US,4,1225000,297,710000,138,Horror,15+,Commercial
8184,Home Sweet Home,Moon Si-Hyeon,2012-03-15,Theatrical Release,Feature,KR,5,2109500,297,1512500,196,Drama,18+,Commercial
8185,Blast: Bomb Disposal Squad,Unknown,2023-03-16,Theatrical Release,Feature,FR,5,1800000,296,900000,144,Action,12+,Art film
8186,Julia X,P.J. Petit,2013-07-16,Theatrical Release,Feature,US,3,827000,296,607000,251,Horror,18+,Commercial
8187,Guardian-Steel Armor,Hwangjo Kwon,2014-04-10,Theatrical Release,Feature,CN,5,986000,295,276000,57,Action,12+,Commercial
8188,Almost charming,Philippe Lelouch,2013-11-29,Theatrical Release,Feature,FR,1,660000,295,660000,295,Romance,15+,Commercial
8189,Calendar Girl,Kang Hyun-cheol,2016-04-07,Theatrical Release,Feature,KR,20,1598000,295,419000,73,Romance,18+,Commercial
8190,cat samurai 2,Takeshi Watanabe,2016-03-10,Theatrical Release,Feature,JP,8,2311500,294,1881000,232,Comedy,12+,Art film
